kinetic_data_large,,,,,,,,,,,,,,,,
ADK1,ec_number,2.7.4.3,,,,,,,,,,,,,,
,Km ,aspsa,0.00011,"0.000102,0.000118","nadp,0.0008",M,7.5,37,"tes,0.023","k,0.114;mg2,0.0006;cl,0.126",,,RF170,E. coli strain K12,,
,Km ,nadp,0.000144,"0.000124,0.000164","aspsa,0.00092",M,7.5,37,"tes,0.023","k,0.114;mg2,0.0006;cl,0.126",,,RF170,E. coli strain K12,,
,Km ,pi,0.0102,"0.0088,0.0116","aspsa,0.00092;nadp,0.0008",M,7.5,37,"tes,0.023","k,0.114;mg2,0.0006;cl,0.126",,,RF170,E. coli strain K12,,
,Km ,4pasp,0.000022,"0.000021,0.000023","nadph,0.0003",M,7.5,37,"tes,0.023","k,0.114;mg2,0.0006;cl,0.126",,,RF170,E. coli strain K12,,
,Km ,nadph,0.000029,"0.000027,0.000031","aspsa,0.0005",M,7.5,37,"tes,0.023","k,0.114;mg2,0.0006;cl,0.126",,,RF170,E. coli strain K12,,
,Km ,pi,0.0029,"0.0024,0.0034",,M,8.6,25,"ches,0.2",,,,RF177,E. coli strain K12,,
,vmax,pi,11.83,"11.283,12.383",,1/s,8.6,25,"ches,0.2",,,,RF177,E. coli strain K12,,
,Km,aspsa,0.00017,"0.00015,0.00019",,M,8.6,25,"ches,0.2",,,,RF178,E. coli strain K12,,
,Km,nadp,0.00019,"0.00017,0.00021",,M,8.6,25,"ches,0.2",,,,RF178,E. coli strain K12,,
,Km,pi,0.0048,"0.004,0.0056",,M,8.6,25,"ches,0.2",,,,RF178,E. coli strain K12,,
,kcat,aspsa,610,"590.,630.",,1/s,8.6,25,"ches,0.2",,,,RF178,E. coli strain K12,590630,
,kcat,nadp,680,"630.,730.",,1/s,8.6,25,"ches,0.2",,,,RF178,E. coli strain K12,630730,
,Km,aspsa,0.0002,,,M,9,25,"detam,0.2","na1,1.2;cl,1.2",,,bRF_390200;https://pubs.acs.org/doi/pdf/10.1021/bi015909o,E. coli strain K12,,
,Km,nadp,0.00009,,,M,9,25,"detam,0.2","na1,1.2;cl,1.2",,,bRF_390200;https://pubs.acs.org/doi/pdf/10.1021/bi015909o,E. coli strain K12,,
,Km,pi,0.009,,,M,9,25,"detam,0.2","na1,1.2;cl,1.2",,,bRF_390200;https://pubs.acs.org/doi/pdf/10.1021/bi015909o,E. coli strain K12,,
,Keq,"aspsa,Null;nadp;Null",3100,,,,7.5,,,,,,Equilibrator,,,
DHDPS,ec_number,4.3.3.7,,,,,,,,,,,,,,
,organism,E.coli,,,,,,,,,,,,,,
,reaction,aspsa[c] + pyr[c] <-> 23dhdp[c],,,,,,,,,,,,,,
,,type,order,experiment,reference (PMID),strain,notes,,,,,,,,,
,mechanism,ping pong bi-bi,"pyr, aspsa, 23dhdp",,RF340,E. coli strain K12,,,,,,,,,,
,structure,4,,Crystallography,RF341,E. coli AT997,,,,,,,,,,
,active_sites,4,,Crystallography,RF341,E. coli AT997,,,,,,,,,,
,allosteric_sites,0,,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate, concentration",unit,ph,temperature,"buffer, concentration","salts, concentration",other info,experiment,reference,strain,notes,
,Km,pyr,0.00016,"0.000157,0.000163",,M,8,30,"trishcl,0.02","na1,0.15;cl,0.15",,,RF179,E. coli strain AT997r,aspsa[c] + pyr[c] <-> h[c] + 23dhdp[c] + h2o[c] + h2o[c],
,Km,aspsa,0.00013,"0.000128,0.000132",,M,8,30,"trishcl,0.02","na1,0.15;cl,0.15",,,RF179,E. coli strain AT997r,,
,kcat,pyr,78,"77.94,78.06",,1/s,8,30,"trishcl,0.02","na1,0.15;cl,0.15",,,RF179,E. coli strain AT997r,,
,Km,pyr,0.00026,"0.00023,0.00029",,M,8,30,"hepes,0.1",,,,RF180,E. coli strain K12,,
,Km,aspsa,0.00011,"0.0001,0.00012",,M,8,30,"hepes,0.1",,,,RF180,E. coli strain K12,,
,kcat,pyr,124,"117.2,130.8",,1/s,8,30,"hepes,0.1",,,,RF180,E. coli strain K12,,
,Km,pyr,0.00038,"0.00036,0.0004","aspsa,0.001",M,8,30,"hepes,0.25",,,,RF181,E. coli strain XL-1 Blue,,
,Km,aspsa,0.00014,"0.00013,0.00015","pyr,0.001",M,8,30,"hepes,0.25",,,,RF181,E. coli strain XL-1 Blue,,
,Kinc,dimethyl chelidamate hydrochloride,0.0069,"0.00608,0.00772",,M,8,30,"hepes,0.25",,"noncompetitive,pyr,0.00038",,RF181,E. coli strain XL-1 Blue,analogues,
,Kinc,dimethyl chelidamate hydrochloride,0.014,"0.01257,0.01543",,M,8,30,"hepes,0.25",,"noncompetitive,aspsa,0.00014",,RF181,E. coli strain XL-1 Blue,analogues,
,Kiu,chelidamic Acid,0.022,"0.0202,0.0238",,M,8,30,"hepes,0.25",,"uncompetitive, pyr, 0.00038",,RF181,E. coli strain XL-1 Blue,analogues,
,kiu,chelidamic Acid,0.0248,"0.0229,0.0267",,M,8,30,"hepes,0.25",,"uncompetitive, aspsa, 0.00014",,RF181,E. coli strain XL-1 Blue,analogues,
,Km,pyr,0.00025,"0.00022,0.00028",,M,8,30,"hepes,0.1",,,,RF182,E. coli strain XL-1 Blue,,
,Km,aspsa,0.00011,"0.0001,0.00012",,M,8,30,"hepes,0.1",,,,RF182,E. coli strain XL-1 Blue,,
DHDPRy,ec_number,1.3.1.26,,,,,,,,,,,,,,
,organism,E.coli,,,,,,,,,,,,,,
,reaction,23dhdp[c] + nadph[c] <-> thdp[c] + nadp[c],,,,,,,,,,,,,,
,,type,order,experiment,reference (PMID),strain,notes,,,,,,,,,
,mechanism,ordered bi bi,"[nadph, thdp, 23dhdp, nadp]",,RF183,E. coli strain K12,,,,,,,,,,
,structure,4,,Crystallography,RF257,,,,,,,,,,,
,active_sites,4,,Crystallography,RF257,,,,,,,,,,,
,allosteric_sites,0,,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate, concentration",unit,ph,temperature,"buffer, concentration","salts, concentration",other info,experiment,reference,strain,notes,
,Km,nadph,0.000008,".0000055,.0000105",,M,7.8,37,"hepes,0.1",,,,RF183,E. coli strain K12,23dhdp[c] + h[c] + nadph[c] <-> thdp[c] + nadp[c],
,Km,23dhdp,0.00005,"0.00038,.00072",,M,7.8,37,"hepes,0.1",,,,RF183,,,
,kii,nadp,0.024,".0238,.0242",,M,7.8,37,"hepes,0.1",,"Noncompetitive,23dhdp,0.00005",,RF183,,,
,kis,nadp,0.00071,".00051,.00091",,M,7.8,37,"hepes,0.1",,"Noncompetitive,23dhdp,0.00005",,RF183,," linear, noncompetitive inhibition versus l-DHP ",
,kis,nadp,0.00019,"0.000155,0.000225",,M,7.8,37,"hepes,0.1",,"Competitive,nadph,.0000056",,RF183,E. coli strain K12," NADP+ was used as a product inhibitor and exhibited linear, competitive inhibition versus NADPH ",
,Keq,"23dhdp,Null;nadph,Null;",0.00099,,,,7.5,,,,,,Equilibrator,,,
,kd,nadph,0.0000018,".00000009,.0000024",,M,7.8,37,"hepes,0.1",,,,RF183,,,
,kd,nadp,0.00000026,".00000024,.00000028",,M,7.8,37,"hepes,0.1",,,,RF183,,,
THDPS,ec_number,2.3.1.117,,,,,,,,,,,,,,
,organism,E.coli,,,,,,,,,,,,,,
,reaction,succoa[c] + thdp[c] + h2o[c] <-> sl2a6o[c] + coa[c],,,,,,,,,,,,,,
,,type,order,experiment,reference (PMID),strain,notes,,,,,,,,,
,mechanism,Null,,,,,,,,,,,,,,
,structure,2,,Crystallography,RF342,E. coli strain BL21,,,,,,,,,,
,active_sites,2,,Crystallography,RF342,E. coli strain BL21,,,,,,,,,,
,allosteric_sites,0,,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate, concentration",unit,ph,temperature,"buffer, concentration","salts, concentration",other info,experiment,reference,strain,notes,
,Km,succoa,0.000015,,,M,7.4,25,"kpi,0.01",,,,RF184,E. coli strain K12,,
,Km,thdp,0.00002,,,M,7.4,25,"kpi,0.01",,,,RF185,E. coli strain K12,,
,Km,thdp,0.000022,,,M,7.4,25,"kpi,0.01",,,,RF184,E. coli strain K12,,
,Keq,"succoa,Null;thdp,Null;",0.00022,,,,7.5,,,,,,Equilibrator,,,
SDPTA,ec_number,2.6.1.17,,,,,,,,,,,,,,
,organism,E.coli,,,,,,,,,,,,,,
,reaction,sl2a6o[c] + glu[c] <-> akg[c] + sl26da[c],,,,,,,,,,,,,,
,,type,order,experiment,reference (PMID),strain,notes,,,,,,,,,
,mechanism,Null,,,,,,,,,,,,,,
,structure,2,,,SDPTA_RF_1,E. coli strain K12,,,,,,,,,,
,active_sites,2,,,SDPTA_RF_1,E. coli strain K12,,,,,,,,,,
,allosteric_sites,0,,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate, concentration",unit,ph,temperature,"buffer, concentration","salts, concentration",other info,experiment,reference,strain,notes,
,Km ,sl26da,0.000075,,,M,8.9,25,"taps,0.05",,,,RF186,E. coli strain K12,,
,kcat ,sl26da,0.3,,,1/s,8.9,25,"taps,0.05",,,,RF186,E. coli strain K12,,
,Km,glu,0.0052,,,M,7.4,37,"kpi,0.0001",,,,RF187,E. coli strain K12,,
,Km,sl2a6o,0.0005,,,M,7.4,37,"kpi,0.0001",,,,RF187,E. coli strain K12,,
,Km,glu,0.00121,"0.00107,0.00135",,M,8,30,"tris,0.1",,,,SDPTA_RF_1,E. coli strain K12,,
,Km,sl2a6o,0.00018,"0.00014,0.00022",,M,8,30,"tris,0.1",,,,SDPTA_RF_1,E. coli strain K12,,
,kcat,sl2a6o,86,"81,91",,1/s,8,30,"tris,0.1",,,,SDPTA_RF_1,E. coli strain K12,,
,Keq,"glu,Null;sl2a60,Null;",1.18,,,,7.5,,,,,,Equilibrator,,,
SDPDS,ec_number,3.5.1.18,,,,,,,,,,,,,,
,organism,E.coli,,,,,,,,,,,,,,
,reaction,sl26da[c] + h2o[c] <-> 26dap[c] + succ[c],,,,,,,,,,,,,,
,,type,order,experiment,reference (PMID),strain,notes,,,,,,,,,
,mechanism,NULL,,,,,,,,,,,,,,
,structure,"2,4",,,RF188,E. coli strain K12,,,,,,,,,,
,active_sites,"2,4",,,RF188,E. coli strain K12,,,,,,,,,,
,allosteric_sites,0,,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate, concentration",unit,ph,temperature,"buffer, concentration","salts, concentration",other info,experiment,reference,strain,notes,
,Km,sl26da,0.0015,,,M,8,37,"tris,0.02",,,,SDPDS_RF_1,E. coli strain ATCC 9637,,
,Km,sl26da,0.00041,"0.0004,0.00042",,M,7,37,"hepes,0.05",,,,RF188,E. coli strain K12,,
,Keq,"sl26da,Null",0.0391,,,,7.5,,,,,,Equilibrator,,,
DAPE,ec_number,5.1.1.7,,,,,,,,,,,,,,
,organism,E.coli,,,,,,,,,,,,,,
,reaction,26dapLL[c] <-> 26dapM[c],,,,,,,,,,,,,,
,,type,order,experiment,reference (PMID),strain,notes,,,,,,,,,
,mechanism,NULL,,,,,,,,,,,,,,
,structure,2,,Crystallography,RF256,E. coli strain K12,,,,,,,,,,
,active_sites,2,,Crystallography,RF256,E. coli strain K12,,,,,,,,,,
,allosteric_sites,0,,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate, concentration",unit,ph,temperature,"buffer, concentration","salts, concentration",other info,experiment,reference,strain,notes,
,Km,26dapLL,0.00016,,,M,7,37,"trishcl,0.02",,,,RF189,E. coli strain W,Validated,
,kcat,26dapLL,84,,,1/s,7,37,"trishcl,0.02",,,,RF189,E. coli strain W,Validated,
,kcat,26dapM,67,,,1/s,7.8,25,"trishcl,0.1","mg2,0.01;cl,0.02;",,,RF190,E. coli strain ATCC 9637 & W,Unvalidated,
,Km,26dapLL,0.00016,,,M,7.8,25,"trishcl,0.1","mg2,0.01;cl,0.02;",,,RF190,E. coli strain ATCC 9637 & W,Unvalidated,
,Km,26dapM,0.00036,,,M,7.8,25,"trishcl,0.1","mg2,0.01;cl,0.02;",,,RF190,E. coli strain ATCC 9637 & W,Validated,
,kcat,26dapLL,84,,,1/s,7.8,25,"trishcl,0.1","mg2,0.01;cl,0.02;",,,RF190,E. coli strain ATCC 9637 & W,Unvalidated,
,kcat,26dapM,67,,,1/s,7.8,25,"trishcl,0.1","mg2,0.01;cl,0.02;",,,RF190,E. coli strain ATCC 9637 & W,Unvalidated,
,vmax,26dapLL,110,,,U/mg,7.8,25,"trishcl,0.1",,,,RF190,E. coli strain Es73,Validated,
,km,26dapLL,0.0004,,,1/s,7.8,25,"trishcl,0.1","mg2,0.01;cl,0.02;",,,RF190,,,
,Keq,"26dapLL,Null;",1.95,,,,7.5,,,,,,Equilibrator,,Validated,
DAPDC,ec_number,4.1.1.20,,,,,,,,,,,,,,
,organism,E.coli,,,,,,,,,,,,,,
,reaction,26dap_M[c] <-> lys[c] + co2[c],,,,,,,,,,,,,,
,,type,order,experiment,reference (PMID),strain,notes,,,,,,,,,
,mechanism,NULL,,,,,,,,,,,,,,
,structure,2,,analytical ultracentrifugation & small angle X-ray scattering,RF255,E. coli strain K12,,,,,,,,,,
,active_sites,2,,analytical ultracentrifugation & small angle X-ray scattering,RF255,E. coli strain K12,,,,,,,,,,
,allosteric_sites,0,,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate, concentration",unit,ph,temperature,"buffer, concentration","salts, concentration",other info,experiment,reference,strain,notes,
,Km,26dap_M,0.0017,,,M,6.8,37,"napi,0.1",,,,RF192,E. coli strain K12,26dap_M[c] + h[c] <-> lys[c] + co2[c],
,Km,26dap_M,0.00097,,,M,8,37,"tris,0.02","na1,0.5;cl,0.5",,,RF193,E. coli strain K12,,
,Km,26dap_M,0.002,,,M,6.8,20,"kpi,0.1",,,,RF194,E. coli strain BL21,,
,kcat,26dap_M,55,,,1/s,8,37,"tris,0.02","na1,0.5;cl,0.5",,,RF193,E. coli strain K12,,
,Km,26dap_M,0.00107,,,M,8,37,"tris,0.1",,,,RF242,E. coli strain K12,,
,Keq,"26dap_M,Null",332,,,,7.5,,,,,,Equilibrator,,,
HSDyi,ec_number,1.1.1.3,,,,,,,,,,,,,,
,organism,E.coli,,,,,,,,,,,,,,
,reaction,nadph[c] + aspsa[c] <-> nadp[c] + hom[c],,,,,,,,,,,,,,
,,type,order,experiment,reference (PMID),strain,notes,,,,,,,,,
,mechanism,ordered bi bi,"nadph, aspsa, hom, nadp",,RF174,,,,,,,,,,,
,structure,4,,,RF343,E. coli strain K12,,,,,,,,,,
,active_sites,4,,,RF343,E. coli strain K12,,,,,,,,,,
,allosteric_sites,4,,,RF343,E. coli strain K12,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate, concentration",unit,ph,temperature,"buffer, concentration","salts, concentration",other info,experiment,reference,strain,notes,
,Km,aspsa,0.00017,".00011,.00023",,M,9,37,"ches,.1","k,.4;cl2,.4",,,RF195,,nadph[c] + aspsa[c] + h[c] <-> nadp[c] + hom[c],bRF1
,Km,hom,0.000013,".000009,.000017",,M,9,37,"ches,.1","k,.4;cl2,.4",,,RF195,,,bRF1
,Km,nadp,0.000073,".000064,.000082",,M,9,37,"ches,.1","k,.4;cl2,.4",,,RF195,,,bRF1
,Km,nadph,0.00009,".000066,.00014",,M,9,37,"ches,.1","k,.4;cl2,.4",,,RF195,,,bRF1
,Km,aspsa,0.00024,"0.00021,0.00027","nadph,0.0003",M,7.5,37,"tes,0.023","k,0.114;mg2,0.0006;cl,0.126",,,RF170,E. coli strain K12,,
,Km,nadph,0.000037,"0.000031,0.000043","aspsa,0.001",M,7.5,37,"tes,0.023","k,0.114;mg2,0.0006;cl,0.126",,,RF170,E. coli strain K12,,
,Km,hom,0.00339,"0.00306,0.00372","nadp,0.0008",M,7.5,37,"tes,0.023","k,0.114;mg2,0.0006;cl,0.126",,,RF170,E. coli strain K12,,
,Km,nadp,0.000067,"0.000061,0.000073","hom,0.01",M,7.5,37,"tes,0.023","k,0.114;mg2,0.0006;cl,0.126",,,RF170,E. coli strain K12,,
,Ki,thr,0.000097,,,M,7.5,37,"tes,0.023","k,0.114;mg2,0.0006;cl,0.126","Noncompetitive,hom ,0.00339",,RF170,E. coli strain K12,"Noncompetitive; Affected Metabolite not specified, assumed here",
,Km,hom,0.0012,"0.0009,0.0015",,M,8,25,"hepes,0.05",,,,RF173,E. coli strain K12,,
,kcat,hom,0.24,"0.22,0.26",,1/s,8,25,"hepes,0.05",,,,RF173,E. coli strain K12,,
,Km,aspsa,0.00012,,,M,,,,,,,bRF_642314,E. coli strain K12,,
,Km,nadph,0.00004,,,M,,,,,,,bRF_642314,E. coli strain K12,,
,Keq,"nadph,Null;aspsa,Null;",2600,,,,7.5,,,,,,Equilibrator,,,
HSDyii,ec_number,1.1.1.3,,,,,,,,,,,,,,
,organism,E.coli,,,,,,,,,,,,,,
,reaction,nadph[c] + aspsa[c] <-> nadp[c] + hom[c],,,,,,,,,,,,,,
,,type,order,experiment,reference (PMID),strain,notes,,,,,,,,,
,mechanism,,,,,,,,,,,,,,,
,structure,4,,,RF196,E. coli strain K12,,,,,,,,,,
,active_sites,4,,,RF196,E. coli strain K12,,,,,,,,,,
,allosteric_sites,0,,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate, concentration",unit,ph,temperature,"buffer, concentration","salts, concentration",other info,experiment,reference,strain,notes,
,Km,nadph,0.00015,,,M,7.5,25,,,,,bRF_642314,E. coli strain K12,Temperature and pH Dummy Values (Not found on Brenda page) ,
,Km,aspsa,0.00032,,,M,7.5,25,,,,,bRF_642314,E. coli strain K12,Temperature and pH Dummy Values (Not found on Brenda page) ,
,Keq,"nadph,Null;aspsa,Null;",2600,,,,7.5,,,,,,Equilibrator,,,
HSK,ec_number,2.7.1.39,,,,,,,,,,,,,,
,organism,E.coli,,,,,,,,,,,,,,
,reaction,hom[c] + atp[c] <-> adp[c] + phom[c],,,,,,,,,,,,,,
,,type,order,experiment,reference (PMID),strain,notes,,,,,,,,,
,mechanism,random bi bi,"atp, hom_L, adp||phom, adp||phom",,RF198,E. coli strain K12,,,,,,,,,,
,structure,2,,,RF197,E. coli strain K12,,,,,,,,,,
,active_sites,2,,,RF197,E. coli strain K12,,,,,,,,,,
,allosteric_sites,0,,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate, concentration",unit,ph,temperature,"buffer, concentration","salts, concentration",other info,experiment,reference,strain,notes,
,Km,hom,0.00015,,,M,7.6,27,"hepes,0.1","k,0.25;cl,0.27;mg2,0.01",,,RF198,E. coli strain K12,hom[c] + atp[c] <-> adp[c] + phom[c] + h[c],
,Km,atp,0.0002,,,M,7.6,27,"hepes,0.1","k,0.25;cl,0.27;mg2,0.01",,,RF198,E. coli strain K12,,
,Km,hom,0.00011,,"atp,0.004",M,7.5,37,"tes,0.023","k,0.114;mg2,0.0006;cl,0.126",,,RF170,E. coli strain K12,,
,Km,hom,0.00109,,,M,7.5,37,"tes,0.023","k,0.114;mg2,0.0006;cl,0.126",,,RF170,E. coli strain K12,,
,Km,atp,0.000072,,"hom,0.002",M,7.5,37,"tes,0.023","k,0.114;mg2,0.0006;cl,0.126",,,RF170,E. coli strain K12,,
,Km,hom,0.00014,"0.0001,0.00018",,M,8,30,"hepes,0.1","k,0.1;cl,0.1",,,RF199,E. coli strain K12,,
,Km,hom,0.0069,,,M,8,30,"hepes,0.1","k,0.1;cl,0.1",,,RF199,E. coli strain K12,,
,kcat,hom,18.3,"18.2,18.4",,1/s,8,30,"hepes,0.1","k,0.1;cl,0.1",,,RF199,E. coli strain K12,,
,Km,atp,0.00013,"0.00012,0.00014",,M,8,30,"hepes,0.1","k,0.1;cl,0.1",,,RF199,E. coli strain K12,,
,Keq,"hom,Null;atp,Null;",580000,,,,7.5,,,,,,Equilibrator,,,
KARA2,ec_number,1.1.1.86,,,,,,,,,,,,,,
,organism,E.coli,,,,,,,,,,,,,,
,reaction,nadph[c] + 2ahbut[c] <-> 23dhmp[c] + nadp[c],,,,,,,,,,,,,,
,,type,order,experiment,reference (PMID),strain,notes,,,,,,,,,
,mechanism,Null,,,,,,,,,,,,,,
,structure,2,,Crystallography,RF200,E. coli strain K12,,,,,,,,,,
,active_sites,2,,Crystallography,RF200,E. coli strain K12,,,,,,,,,,
,allosteric_sites,0,,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate, concentration",unit,ph,temperature,"buffer, concentration","salts, concentration",other info,experiment,reference,strain,notes,
,Km,2ahbut,0.000281,"0.0002,0.000362",,M,7.4,25,"hepes,0.1","mg2,0.01;cl,0.02",,,RF201,E. coli strain K12,nadph[c] + 2ahbut[c] + h[c] <-> 23dhmp[c] + nadp[c],
,Km,2ahbut,0.000046,"0.000039,0.000043",,M,7.4,25,"hepes,0.1","mg2,0.01;cl,0.02",,,RF201,E. coli strain K12,,
,Km,23hmp,0.000207,"0.0002,0.000214",,M,7.4,25,"hepes,0.1","mg2,0.01;cl,0.02",,,RF202,E. coli strain K12,,
,Km,nadp,0.0000042,,,M,8,22,"kpi,0.01","mg2,0.004;cl,0.008",,,RF203,E. coli strain K12,,
,Km,nadph,0.0000073,,,M,8,22,"kpi,0.01","mg2,0.004;cl,0.008",,,RF203,E. coli strain K12,,
,Keq,"nadph,Null;2ahbut,Null;",1000,,,,7.5,,,,,,Equilibrator,,,
THRD_L,ec_number,4.3.1.19,,,,,,,,,,,,,,
,organism,E.coli,,,,,,,,,,,,,,
,reaction,thr[c] <-> 2obut[c] + nh4[c],,,,,,,,,,,,,,
,,type,order,experiment,reference (PMID),strain,notes,,,,,,,,,
,mechanism,NULL,,,,,,,,,,,,,,
,structure,4,,Crystallography,RF344,E. coli strain K12,,,,,,,,,,
,active_sites,4,,Crystallography,RF344,E. coli strain K12,,,,,,,,,,
,allosteric_sites,4,,,RF345,E. coli strain K12,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate, concentration",unit,ph,temperature,"buffer, concentration","salts, concentration",other info,experiment,reference,strain,notes,
,Keq,"thr,Null",26000,,,,7.5,,,,,,Equilibrator,,,
ACHBS1,ec_number,2.2.1.6,,,,,,,,,,,,,,
,organism,E.coli,,,,,,,,,,,,,,
,reaction,pyr[c] + 2obut[c] + h[c] <-> co2[c] + 2ahbut[c],,,,,,,,,,,,,,
,,type,order,experiment,reference (PMID),strain,notes,,,,,,,,,
,mechanism,,,,,,,,,,,,,,,
,structure,,,,,,,,,,,,,,,
,active_sites,,,,,,,,,,,,,,,
,allosteric_sites,,,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate, concentration",unit,ph,temperature,"buffer, concentration","salts, concentration",other info,experiment,reference,strain,notes,
ACHBS2,ec_number,2.2.1.6,,,,,,,,,,,,,,
,organism,E.coli,,,,,,,,,,,,,,
,reaction,pyr[c] + 2obut[c] + h[c] <-> co2[c] + 2ahbut[c],,,,,,,,,,,,,,
,,type,order,experiment,reference (PMID),strain,notes,,,,,,,,,
,mechanism,,,,,,,,,,,,,,,
,structure,,,,,,,,,,,,,,,
,active_sites,,,,,,,,,,,,,,,
,allosteric_sites,,,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate, concentration",unit,ph,temperature,"buffer, concentration","salts, concentration",other info,experiment,reference,strain,notes,
,Keq,"pyr,Null;2obut,Null;",39000,,,,7.5,,,,,,Equilibrator,,,
ACHBS3,ec_number,2.2.1.6,,,,,,,,,,,,,,
,organism,E.coli,,,,,,,,,,,,,,
,reaction,pyr[c] + 2obut[c] + h[c] <-> co2[c] + 2ahbut[c],,,,,,,,,,,,,,
,,type,order,experiment,reference (PMID),strain,notes,,,,,,,,,
,mechanism,,,,,,,,,,,,,,,
,structure,,,,,,,,,,,,,,,
,active_sites,,,,,,,,,,,,,,,
,allosteric_sites,,,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate, concentration",unit,ph,temperature,"buffer, concentration","salts, concentration",other info,experiment,reference,strain,notes,
GLYAT,ec_number,2.3.1.29,,,,,,,,,,,,,,
,organism,E.coli,,,,,,,,,,,,,,
,reaction,coa[c] + 2aobut[c] <-> accoa[c] + gly[c],,,,,,,,,,,,,,
,,type,order,experiment,reference (PMID),strain,notes,,,,,,,,,
,mechanism,Null,,,,,,,,,,,,,,
,structure,2,,Crystallography,RF259,E. coli strain MC1061,,,,,,,,,,
,active_sites,2,,Crystallography,RF259,E. coli strain MC1061,,,,,,,,,,
,allosteric_sites,0,,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate, concentration",unit,ph,temperature,"buffer, concentration","salts, concentration",other info,experiment,reference,strain,notes,
,Km,accoa,0.000059,,,,7.5,25,"trishcl,0.1",,,,RF204,E. coli strain K12,,
,Km,gly,0.012,,,,7.5,25,"trishcl,0.1",,,,RF204,E. coli strain K12,,
,Keq,"coa,Null;2aobut,Null;",2800000,,,,7.5,,,,,,Equilibrator,,Forward,
,Keq,"accoa,Null;gly,Null;",0.00000035,,,,7.5,,,,,,Equilibrator,,Reverse,
DHAD2,ec_number,4.2.1.9,,,,,,,,,,,,,,
,organism,E.coli,,,,,,,,,,,,,,
,reaction,23dhmp[c] <-> 3mop[c],,,,,,,,,,,,,,
,,type,order,experiment,reference (PMID),strain,notes,,,,,,,,,
,mechanism,Null,,,,,,,,,,,,,,
,structure,2,,Crystallography,RF161,E. coli strain JA221/pRL50,,,,,,,,,,
,active_sites,2,,Crystallography,RF161,E. coli strain JA221/pRL50,,,,,,,,,,
,allosteric_sites,0,,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate, concentration",unit,ph,temperature,"buffer, concentration","salts, concentration",other info,experiment,reference,strain,notes,
,Keq,"23dhmp,Null",1700000,,,,7.5,,,,,,Equilibrator,,23dhmp[c] <-> h2o[c] + 3mop[c],
ILETA,ec_number,2.6.1.42,,,,,,,,,,,,,,
,organism,E.coli,,,,,,,,,,,,,,
,reaction,akg[c] + ile[c] <-> 3mop[c] + glu[c],,,,,,,,,,,,,,
,,type,order,experiment,reference (PMID),strain,notes,,,,,,,,,
,mechanism,Null,,,,,,,,,,,,,,
,structure,6,,Crystallography,RF206,E. coli strain W3110,,,,,,,,,,
,active_sites,6,,Crystallography,RF206,E. coli strain W3110,,,,,,,,,,
,allosteric_sites,0,,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate, concentration",unit,ph,temperature,"buffer, concentration","salts, concentration",other info,experiment,reference,strain,notes,
,Km,akg,0.00128,,,M,8,37,"trishcl,0.1",,,,RF205,E. coli strain K12,,
,Km,ile,0.00052,,,M,8,37,"trishcl,0.1",,,,RF205,E. coli strain K12,,
,Km,3mop,0.0001,,,M,8,37,"trishcl,0.1",,,,RF205,E. coli strain K12,,
,Km,akg,0.0024,,,M,8,25,"hepes,0.05","k,0.1;cl,0.1",,,RF206,E. coli strain W3110,WRONG SUBSTRATE?,
,kcat,akg,48,,,1/s,8,25,"hepes,0.05","k,0.1;cl,0.1",,,RF206,E. coli strain W3110,,
,Km,ile,0.00042,,,M,8,25,"hepes,0.05","k,0.1;cl,0.1",,,RF206,E. coli strain W3110,,
,Keq,"akg,Null;ile,Null;",5.75,,,,7.5,,,,,,Equilibrator,,,
THRD,ec_number,1.1.1.103,,,,,,,,,,,,,,
,organism,E.coli,,,,,,,,,,,,,,
,reaction,thr[c] + nad[c] <-> nadh[c] + 2aobut[c],,,,,,,,,,,,,,
,,type,order,experiment,reference (PMID),strain,notes,,,,,,,,,
,mechanism,Null,,,,,,,,,,,,,,
,structure,4,,Crystallography,RF209,,,,,,,,,,,
,active_sites,4,,Crystallography,RF209,,,,,,,,,,,
