ICL,ec_number,4.1.3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Km,O2,0.0003,,"Ubiquinol-1,Not Reported;",[mM],7,37,20 mM potassium phosphate,,,integrated rate method,RF43,E. coli strain MB30,,,,,,,,,,,,,,,,,
,Km,Ubiquinol-1,0.085,"[0.080,0.090]","O2,Not Reported;",[mM],7,37,20 mM potassium phosphate,,,integrated rate method,RF43,E. coli strain MB30,,,,,,,,,,,,,,,,,
CYTBDpp (enzyme 2 : 0 protons),ec_number,1.10.3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,organism,E. coli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,reaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,type,order,experiment,reference (PMID),strain,notes,,,,,,,,,,,,,,,,,,,,,,,,
,mechanism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,structure,2,,,,E. coli,,,,,,,,,,,,,,,,,,,,,,,,,
,active_sites,1,,,,E. coli,,,,,,,,,,,,,,,,,,,,,,,,,
,allosteric_sites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate,concentration",unit,pH,temperature,"buffer,concentration","salts,concentration",other info,experiment,reference,strain,notes,,,,,,,,,,,,,,,,
,Km,O2,0.002,"[0.0017,0.0023]","Ubiquinol-1,Not Reported;",[mM],7,37,20 mM potassium phosphate,,,integrated rate method,RF43,E. coli strain MB37,,,,,,,,,,,,,,,,,
,Km,Ubiquinol-1,0.25,"[0.205,0.295]","O2,Not Reported;",[mM],7,37,20 mM potassium phosphate,,,integrated rate method,RF43,E. coli strain MB37,,,,,,,,,,,,,,,,,
G6PDH2r,ec_number,1.1.1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,organism,E. coli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,reaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,type,order,experiment,reference (PMID),strain,notes,,,,,,,,,,,,,,,,,,,,,,,,
,mechanism,random sequential (nad); ordered sequential (nadp),"[nad||g6p,g6p||nad,6pgl,nadh],[nadp,g6p,6pgl,nadph]",,Leuconostoc mesenteroides,,,,,,,,,,,,,,,,,,,,,,,,,,
,structure,2,,Crystallography,,Leuconostoc mesenteroides,,,,,,,,,,,,,,,,,,,,,,,,,
,active_sites,2,,Crystallography,,Leuconostoc mesenteroides,,,,,,,,,,,,,,,,,,,,,,,,,
,allosteric_sites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate,concentration",unit,pH,temperature,"buffer,concentration","salts,concentration",other info,experiment,reference,strain,notes,,,,,,,,,,,,,,,,
,Km,g6p,0.145,,"nadp,0.18;",[mM],8,25,100 mM tris(hydroxymethyl)aminomethane (Tris)-hydrochloride,10 mM MgCl2,,Lineweaver-Burk,RF46,E. coli strain K-10,,,,,,,,,,,,,,,,,
,Km,nadp,0.015,,"g6p,1;",[mM],8,25,100 mM tris(hydroxymethyl)aminomethane (Tris)-hydrochloride,10 mM MgCl2,,Lineweaver-Burk,RF46,E. coli strain K-10,,,,,,,,,,,,,,,,,
,Km,nad,1.67,,"g6p,1;",[mM],8,25,100 mM tris(hydroxymethyl)aminomethane (Tris)-hydrochloride,10 mM MgCl2,,Lineweaver-Burk,RF46,E. coli strain K-10,,,,,,,,,,,,,,,,,
GND,ec_number,1.1.1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,organism,E. coli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,reaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,type,order,experiment,reference (PMID),strain,notes,,,,,,,,,,,,,,,,,,,,,,,,
,mechanism,ordered sequential,"[6pgc,nadp,CO2,nadph,ru5p-D]",,"E. coli strain BL21 (DE3) w/ pET-16 w/ E. coli K12 gene (gnd, ATCC #47076)",,,,,,,,,,,,,,,,,,,,,,,,,,
,structure,2,,Crystallography,,"E. coli strain BL21 (DE3) w/ pET-16 w/ E. coli K12 gene (gnd, ATCC #47076)",,,,,,,,,,,,,,,,,,,,,,,,,
,active_sites,2,,Crystallography,,"E. coli strain BL21 (DE3) w/ pET-16 w/ E. coli K12 gene (gnd, ATCC #47076)",,,,,,,,,,,,,,,,,,,,,,,,,
,allosteric_sites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate,concentration",unit,pH,temperature,"buffer,concentration","salts,concentration",other info,experiment,reference,strain,notes,,,,,,,,,,,,,,,,
,Km,6pgc,0.093,"[0.092,0.094]","nadp,2;",[mM],8,25,Tris-HCl buffer,20 mM MgCl2,,GraphPad (Not Specified),RF47,"E. coli strain BL21 (DE3) w/ pET-16 w/ E. coli K12 gene (gnd, ATCC #47076)",,,,,,,,,,,,,,,,,
,Km,nadp,0.049,"[0.042,0.056]","6pgc,2;",[mM],8,25,Tris-HCl buffer,20 mM MgCl2,,GraphPad (Not Specified),RF47,"E. coli strain BL21 (DE3) w/ pET-16 w/ E. coli K12 gene (gnd, ATCC #47076)",,,,,,,,,,,,,,,,,
,kcat,6pgc,10.23,,"nadp,2;",[1/S],8,25,Tris-HCl buffer,20 mM MgCl2,,GraphPad (Not Specified),RF47,"E. coli strain BL21 (DE3) w/ pET-16 w/ E. coli K12 gene (gnd, ATCC #47076)",,,,,,,,,,,,,,,,,
,kcat,nadp,21.07,,"6pgc,2;",[1/S],8,25,Tris-HCl buffer,20 mM MgCl2,,GraphPad (Not Specified),RF47,"E. coli strain BL21 (DE3) w/ pET-16 w/ E. coli K12 gene (gnd, ATCC #47076)",,,,,,,,,,,,,,,,,
RPIa,ec_number,5.3.1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,organism,E. coli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,reaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,type,order,experiment,reference (PMID),strain,notes,,,,,,,,,,,,,,,,,,,,,,,,
,mechanism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,structure,2,,Crystallography,,E. coli dh5_alpha,,,,,,,,,,,,,,,,,,,,,,,,,
,active_sites,2,,Crystallography,,E. coli dh5_alpha,,,,,,,,,,,,,,,,,,,,,,,,,
,allosteric_sites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate,concentration",unit,pH,temperature,"buffer,concentration","salts,concentration",other info,experiment,reference,strain,notes,,,,,,,,,,,,,,,,
,Km,R5P,3.1,"[2.9,3.3]",,[mM],7.5,37,Tris-HCl buffer,,,Hanes-Woolf,RF48,E. coli dh5_alpha,,,,,,,,,,,,,,,,,
,kcat,R5P,2100,"[1800,2400]",,[1/S],7.5,37,Tris-HCl buffer,,,Hanes-Woolf,RF48,E. coli dh5_alpha,,,,,,,,,,,,,,,,,
,Ki,Ar5P,2.1,"[1.2,3.0]",,[mM],7.5,37,Tris-HCl buffer,,,Hanes-Woolf,RF48,E. coli dh5_alpha,,,,,,,,,,,,,,,,,
RPIb,ec_number,5.3.1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,organism,E. coli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,reaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,type,order,experiment,reference (PMID),strain,notes,,,,,,,,,,,,,,,,,,,,,,,,
,mechanism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,structure,2,,Crystallography,,E. coli strain Top10 w/ pBAD/TOPO™ w/ EcRpiB,,,,,,,,,,,,,,,,,,,,,,,,,
,active_sites,2,,Crystallography,,E. coli strain Top10 w/ pBAD/TOPO™ w/ EcRpiB,,,,,,,,,,,,,,,,,,,,,,,,,
,allosteric_sites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate,concentration",unit,pH,temperature,"buffer,concentration","salts,concentration",other info,experiment,reference,strain,notes,,,,,,,,,,,,,,,,
,Km,R5P,1.1,"[0.9,1.3]",,[mM],7.5,37,Tris-HCl buffer,,,Hanes-Woolf,RF49,E. coli strain Top10 w/ pBAD/TOPO™ w/ EcRpiB,,,,,,,,,,,,,,,,,
,kcat,R5P,52,"[50,54]",,[1/S],7.5,37,Tris-HCl buffer,,,Hanes-Woolf,RF49,E. coli strain Top10 w/ pBAD/TOPO™ w/ EcRpiB,,,,,,,,,,,,,,,,,
TKT1,ec_number,2.2.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,organism,E. coli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,reaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,type,order,experiment,reference (PMID),strain,notes,,,,,,,,,,,,,,,,,,,,,,,,
,mechanism,Ping Pong Bi Bi,"[xu5p-D,g3p,r5p,s7p],[xu5p-D,g3p,e4p,f6p]",,E. coli strain JM109 w/ pGSJ427,,,,,,,,,,,,,,,,,,,,,,,,,,
,structure,2,,Crystallography,,E. coli strain JM109 w/ pGSJ427,,,,,,,,,,,,,,,,,,,,,,,,,
,active_sites,2,,Crystallography,,E. coli strain JM109 w/ pGSJ427,,,,,,,,,,,,,,,,,,,,,,,,,
,allosteric_sites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate,concentration",unit,pH,temperature,"buffer,concentration","salts,concentration",other info,experiment,reference,strain,notes,,,,,,,,,,,,,,,,
,kcat,"[hydroxypyruvate,glycolaldehyde]",84.6,,,[1/S],,,,,,,RF50,Escherichia  coli  JM  107/pQR 700,Used non-natural Substrates,,,,,,,,,,,,,,,,
,Km,xu5p-D,0.16,,"e4p,9;thiamine diphosphate,1",[mM],8.5,30,50 mM glycylglycine,5 mM MgCl2,,Double Reciprocal Plot,RF51,E. coli DH5/pGSJ427,"Cosubtrates at 'excess' concentrations, assuming x100 Km",,,,,,,,,,,,,,,,
,Km,r5p,1.4,,"xu5p-D,16;thiamine diphosphate,1",[mM],8.5,30,50 mM glycylglycine,5 mM MgCl2,,Double Reciprocal Plot,RF51,E. coli DH5/pGSJ427,"Cosubtrates at 'excess' concentrations, assuming x100 Km",,,,,,,,,,,,,,,,
,Km,e4p,0.09,,"xu5p-D,16;thiamine diphosphate,1",[mM],8.5,30,50 mM glycylglycine,5 mM MgCl2,,Double Reciprocal Plot,RF51,E. coli DH5/pGSJ427,"Cosubtrates at 'excess' concentrations, assuming x100 Km",,,,,,,,,,,,,,,,
,Km,g3p,2.1,,"xu5p-D,16;thiamine diphosphate,1",[mM],8.5,30,50 mM glycylglycine,5 mM MgCl2,,Double Reciprocal Plot,RF51,E. coli DH5/pGSJ427,"Cosubtrates at 'excess' concentrations, assuming x100 Km",,,,,,,,,,,,,,,,
,Km,f6p,1.1,,"glycolaldehyde,1400;thiamine diphosphate,1",[mM],8.5,30,50 mM glycylglycine,5 mM MgCl2,,Double Reciprocal Plot,RF51,E. coli DH5/pGSJ427,"Cosubtrates at 'excess' concentrations, assuming x100 Km",,,,,,,,,,,,,,,,
,Km,s7p,4,,"e4p,9;thiamine diphosphate,1",[mM],8.5,30,50 mM glycylglycine,5 mM MgCl2,,Double Reciprocal Plot,RF51,E. coli DH5/pGSJ427,"Cosubtrates at 'excess' concentrations, assuming x100 Km",,,,,,,,,,,,,,,,
,Kd,Mg2+,0.036,,"thiamine diphosphate,0.01;",[mM],8.5,30,50 mM glycylglycine,,,Double Reciprocal Plot,RF51,E. coli DH5/pGSJ427,,,,,,,,,,,,,,,,,
,Kd,thiamine diphosphate,0.029,,"Mg2+,10000;",[mM],8.5,30,50 mM glycylglycine,,,Double Reciprocal Plot,RF51,E. coli DH5/pGSJ427,,,,,,,,,,,,,,,,,
TALA2,ec_number,2.2.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,organism,E. coli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,reaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,type,order,experiment,reference (PMID),strain,notes,,,,,,,,,,,,,,,,,,,,,,,,
,mechanism,Ping Pong Bi Bi,"[f6p,g3p,e4p,s7p]",,E. coli K-12 cells (strain DH5/pGSJ451),,,,,,,,,,,,,,,,,,,,,,,,,,
,structure,2,,Crystallography,,E. coli K-12 cells (strain DH5/pGSJ451),,,,,,,,,,,,,,,,,,,,,,,,,
,active_sites,2,,Crystallography,,E. coli K-12 cells (strain DH5/pGSJ451),,,,,,,,,,,,,,,,,,,,,,,,,
,allosteric_sites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate,concentration",unit,pH,temperature,"buffer,concentration","salts,concentration",other info,experiment,reference,strain,notes,,,,,,,,,,,,,,,,
,Km,g3p,0.038,,"f6p,28.5;",[mM],8.5,30,50 mM glycylglycine,,,Lineweaver-Burk,RF53,E. coli K-12 cells (strain DH5/pGSJ451),"Cosubtrates at 'excess' concentrations, assuming x100 Km",,,,,,,,,,,,,,,,
,Km,e4p,0.09,,"f6p,28.5;",[mM],8.5,30,50 mM glycylglycine,,,Lineweaver-Burk,RF53,E. coli K-12 cells (strain DH5/pGSJ451),"Cosubtrates at 'excess' concentrations, assuming x100 Km",,,,,,,,,,,,,,,,
,Km,r5p,31,,"f6p,28.5;",[mM],8.5,30,50 mM glycylglycine,,,Lineweaver-Burk,RF53,E. coli K-12 cells (strain DH5/pGSJ451),"Cosubtrates at 'excess' concentrations, assuming x100 Km",,,,,,,,,,,,,,,,
,Km,f6p,1.2,,"g3p,3.8;",[mM],8.5,30,50 mM glycylglycine,,,Lineweaver-Burk,RF53,E. coli K-12 cells (strain DH5/pGSJ451),"Cosubtrates at 'excess' concentrations, assuming x100 Km",,,,,,,,,,,,,,,,
,Km,s7p,0.285,,"g3p,3.8;",[mM],8.5,30,50 mM glycylglycine,,,Lineweaver-Burk,RF53,E. coli K-12 cells (strain DH5/pGSJ451),"Cosubtrates at 'excess' concentrations, assuming x100 Km",,,,,,,,,,,,,,,,
,Ki,pi,19,"[16,22]",,[mM],8.5,30,50 mM glycylglycine,,C,Lineweaver-Burk,RF53,E. coli K-12 cells (strain DH5/pGSJ451),,,,,,,,,,,,,,,,,
,kcat,f6p,71.4,,"e4p,2;",[1/S],8.5,30,50 mM glycylglycine,,,Excel (Unspecified linear fitting),RF100,E. coli strain LJ110 (W3110),"Assay buffer and temperature conditions were not expicitly stated, but implied through referenced methods",,,,,,,,,,,,,,,,
,kcat,e4p,79.4,,"f6p,50;",[1/S],8.5,30,50 mM glycylglycine,,,Excel (Unspecified linear fitting),RF100,E. coli strain LJ110 (W3110),"Assay buffer and temperature conditions were not expicitly stated, but implied through referenced methods",,,,,,,,,,,,,,,,
MALS,ec_number,2.3.3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,organism,E. coli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,reaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,type,order,experiment,reference (PMID),strain,notes,,,,,,,,,,,,,,,,,,,,,,,,
,mechanism,Ordered Sequential Bi Bi,"[glx,accoa,coa,mal]",,Mycobacterium tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,
,structure,3,,Crystallography,,E. coli strain W3110,,,,,,,,,,,,,,,,,,,,,,,,,
,active_sites,3,,Crystallography,,E. coli strain W3110,,,,,,,,,,,,,,,,,,,,,,,,,
,allosteric_sites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate,concentration",unit,pH,temperature,"buffer,concentration","salts,concentration",other info,experiment,reference,strain,notes,,,,,,,,,,,,,,,,
,Km,glx,0.021,"[0.019,0.023]","accoa,0.2;",[mM],8,37,50 mM potassium phosphate,10 mM MgCl2,,Enzfitter (Least-squares fits),RF54,E. coli strain W3110,,,,,,,,,,,,,,,,,
,Km,accoa,0.009,"[0.0079,0.011]","glx,0.5;",[mM],8,37,50 mM potassium phosphate,10 mM MgCl2,,Enzfitter (Least-squares fits),RF54,E. coli strain W3110,,,,,,,,,,,,,,,,,
,kcat,"[glx,accoa]",48.1,"[47.5,48.7]",,[1/S],8,37,50 mM potassium phosphate,10 mM MgCl2,,Enzfitter (Least-squares fits),RF54,E. coli strain W3110,,,,,,,,,,,,,,,,,
,Ki,pyr,1,"[0.8,1.2]","[glx,accoa],NaN;",[mM],8,37,50 mM potassium phosphate,10 mM MgCl2,C,Enzfitter (Least-squares fits),RF54,E. coli strain W3110,,,,,,,,,,,,,,,,,
ADK1,ec_number,2.7.4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,organism,E. coli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,reaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,type,order,experiment,reference (PMID),strain,notes,,,,,,,,,,,,,,,,,,,,,,,,
,mechanism,Random Bi Bi,"[adp,adp,atp||amp,amp||atp]",,Rabbit  muscle,,,,,,,,,,,,,,,,,,,,,,,,,,
,structure,1,,Crystallography,,E. coli strain HB101 w/ pEAK91,,,,,,,,,,,,,,,,,,,,,,,,,
,active_sites,1,,Crystallography,,E. coli strain HB101 w/ pEAK91,,,,,,,,,,,,,,,,,,,,,,,,,
,allosteric_sites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate,concentration",unit,pH,temperature,"buffer,concentration","salts,concentration",other info,experiment,reference,strain,notes,,,,,,,,,,,,,,,,
,Km,adp,0.105,,,[mM],7.4,40,50mM Tris HCI,"100 mM KCl, 2 mM MgCl2",,Not Reported,RF58,E. coli strain GT836,,,,,,,,,,,,,,,,,
,kcat,adp,319,,,[1/S],7.4,40,50mM Tris HCI,"100 mM KCl, 2 mM MgCl2",,Not Reported,RF58,E. coli strain GT836,,,,,,,,,,,,,,,,,
,Km,atp,0.046,,"amp,1;",[mM],7.4,40,50mM Tris HCI,"100 mM KCl, 2 mM MgCl2",,Not Reported,RF58,E. coli strain GT836,,,,,,,,,,,,,,,,,
,Km,amp,0.044,,"atp,1;",[mM],7.4,40,50mM Tris HCI,"100 mM KCl, 2 mM MgCl2",,Not Reported,RF58,E. coli strain GT836,Cosubstrate concentration infered from cited methods (PMID: 6311616),,,,,,,,,,,,,,,,
,kcat,"[atp,amp]",1296,,,[1/S],7.4,40,50mM Tris HCI,"100 mM KCl, 2 mM MgCl2",,Not Reported,RF58,E. coli strain GT836,Cosubstrate concentration infered from cited methods (PMID: 6311616),,,,,,,,,,,,,,,,
GAPD,ec_number,1.2.1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,organism,E. coli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,reaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,type,order,experiment,reference (PMID),strain,notes,,,,,,,,,,,,,,,,,,,,,,,,
,mechanism,Ordered Sequential Bi Bi,"[nad,g3p,pi,1,3-diphosphoglycerate,nadh]",,Homo Sapien,,,,,,,,,,,,,,,,,,,,,,,,,,
,structure,4,,Crystallography,,E. coli strain DF221 w/ pBR322::EcoGAPDH,,,,,,,,,,,,,,,,,,,,,,,,,
,active_sites,4,,Crystallography,,E. coli strain DF221 w/ pBR322::EcoGAPDH,,,,,,,,,,,,,,,,,,,,,,,,,
,allosteric_sites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate,concentration",unit,pH,temperature,"buffer,concentration","salts,concentration",other info,experiment,reference,strain,notes,,,,,,,,,,,,,,,,
,Kd,nad,0.00032,"[0.00025,0.00039]",,[mM],8.9,22,40 mM triethanolamine buffer,,,Not Reported,RF60,E. coli strain DS112,,,,,,,,,,,,,,,,,
,Km,nad,0.045,"[0.041,0.049]","[g3p,pi],[89,53];",[mM],8.9,22,40 mM triethanolamine buffer,,,Not Reported,RF60,E. coli strain DS112,"Cosubtrates at saturating concentrations, assuming x100 Km",,,,,,,,,,,,,,,,
,Km,g3p,0.89,"[0.72,1.06]","[nad,pi],[4.5,53];",[mM],8.9,22,40 mM triethanolamine buffer,,,Not Reported,RF60,E. coli strain DS112,"Cosubtrates at saturating concentrations, assuming x100 Km",,,,,,,,,,,,,,,,
,Km,pi,0.53,"[0.42,0.64]","[nad,g3p],[4.5,89];",[mM],8.9,22,40 mM triethanolamine buffer,,,Not Reported,RF60,E. coli strain DS112,"Cosubtrates at saturating concentrations, assuming x100 Km",,,,,,,,,,,,,,,,
,kcat,"[nad,g3p,pi]",268,"[262,274]",,[1/S],8.9,22,40 mM triethanolamine buffer,,,Not Reported,RF60,E. coli strain DS112,,,,,,,,,,,,,,,,,
TPI,ec_number,5.3.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,organism,E. coli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,reaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,type,order,experiment,reference (PMID),strain,notes,,,,,,,,,,,,,,,,,,,,,,,,
,mechanism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,structure,2,,Crystallography,,E. coli over-expressing  strain (Unspecified),,,,,,,,,,,,,,,,,,,,,,,,,
,active_sites,2,,Crystallography,,E. coli over-expressing  strain (Unspecified),,,,,,,,,,,,,,,,,,,,,,,,,
,allosteric_sites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate,concentration",unit,pH,temperature,"buffer,concentration","salts,concentration",other info,experiment,reference,strain,notes,,,,,,,,,,,,,,,,
,Km,g3p,1.03,"[0.93,1.13]",,[mM],7.6,25,100 mM triethanolamine-HCl,,,Enzfitter program (Unspecified),RF63,E. coli over-expressing  strain (Unspecified),,,,,,,,,,,,,,,,,
,kcat,g3p,9000,"[8833,9167]",,[1/S],7.6,25,100 mM triethanolamine-HCl,,,Enzfitter program (Unspecified),RF63,E. coli over-expressing  strain (Unspecified),,,,,,,,,,,,,,,,,
,Ki,2pg,6,,,[mM],7.6,25,100 mM triethanolamine-HCl,,,Enzfitter program (Unspecified),RF63,E. coli over-expressing  strain (Unspecified),,,,,,,,,,,,,,,,,
FBA (Class II),ec_number,4.1.2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,organism,E. coli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,reaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,type,order,experiment,reference (PMID),strain,notes,,,,,,,,,,,,,,,,,,,,,,,,
,mechanism,Ordered Sequential Uni Bi,"[fbp,g3p,dhap]",,E. coli strain KM3 w/ pKagaY,,,,,,,,,,,,,,,,,,,,,,,,,,
,structure,2,,Crystallography,,E. coli strain JM101 w/pLC33-5 w/pKK223-3,,,,,,,,,,,,,,,,,,,,,,,,,
,active_sites,2,,Crystallography,,E. coli strain JM101 w/pLC33-5 w/pKK223-3,,,,,,,,,,,,,,,,,,,,,,,,,
,allosteric_sites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate,concentration",unit,pH,temperature,"buffer,concentration","salts,concentration",other info,experiment,reference,strain,notes,,,,,,,,,,,,,,,,
,Km,fbp,0.17,"[0.167,0.173]",,[mM],8,30,50mM Tris HCI,,,"Kaleidagraph (Unspecified, but nonlinear regression analysis in referenced methods)",RF64,E. coli strain KM3 w/ pKagaY,,,,,,,,,,,,,,,,,
,kcat,fbp,10.5,"[9.83,11.2]",,[1/S],8,30,50mM Tris HCI,,,"Kaleidagraph (Unspecified, but nonlinear regression analysis in referenced methods)",RF64,E. coli strain KM3 w/ pKagaY,,,,,,,,,,,,,,,,,
,Ki,dhap,0.13,"[0.119,0.141]",,[mM],8,30,50mM Tris HCI,,,"Kaleidagraph (Unspecified, but nonlinear regression analysis in referenced methods)",RF64,E. coli strain KM3 w/ pKagaY,,,,,,,,,,,,,,,,,
,Kis,g3p,0.03,"[0.025,0.035]",,[mM],8,30,50mM Tris HCI,,,"Kaleidagraph (Unspecified, but nonlinear regression analysis in referenced methods)",RF64,E. coli strain KM3 w/ pKagaY,,,,,,,,,,,,,,,,,
,Kii,g3p,0.23,"[0.188,0.272]",,[mM],8,30,50mM Tris HCI,,,"Kaleidagraph (Unspecified, but nonlinear regression analysis in referenced methods)",RF64,E. coli strain KM3 w/ pKagaY,,,,,,,,,,,,,,,,,
FBA (Class I),ec_number,4.1.2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,organism,E. coli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,reaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,type,order,experiment,reference (PMID),strain,notes,,,,,,,,,,,,,,,,,,,,,,,,
,mechanism,Ordered Sequential Uni Bi,"[fbp,g3p,dhap]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,structure,10,,SDS-PAGE,,E. coli (Crookes' strain),,,,,,,,,,,,,,,,,,,,,,,,,
,active_sites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,allosteric_sites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate,concentration",unit,pH,temperature,"buffer,concentration","salts,concentration",other info,experiment,reference,strain,notes,,,,,,,,,,,,,,,,
,Km,fbp,0.02,,,[mM],7.5,30,50mM Tris HCI,,,Lineweaver-Burk,RF65,E. coli (Crookes' strain),Apparent value and estimated off of a linear portion of a curve,,,,,,,,,,,,,,,,
PPC,ec_number,4.1.1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,organism,E. coli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,reaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,type,order,experiment,reference (PMID),strain,notes,,,,,,,,,,,,,,,,,,,,,,,,
,mechanism,Ordered binding,"[Mg2+,pep, HCO3-]",,Generalized,,,,,,,,,,,,,,,,,,,,,,,,,,
,structure,4,,Crystallography,,E. coli F15 w/ pT3,,,,,,,,,,,,,,,,,,,,,,,,,
,active_sites,4,,Crystallography,,E. coli F15 w/ pT3,,,,,,,,,,,,,,,,,,,,,,,,,
,allosteric_sites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate,concentration",unit,pH,temperature,"buffer,concentration","salts,concentration",other info,experiment,reference,strain,notes,,,,,,,,,,,,,,,,
,Km,pep,0.19,,"[Mg2+,HCO3-],[10,10];accoa,1",[mM],8.5,30,0.1 M Tris-acetate,,,Not Reported,RF67; RF68,E. coli F15 w/ pT3,,,,,,,,,,,,,,,,,
,Km,Mg2+,1.5,,"[pep,HCO3-],[2,10];accoa,1",[mM],8.5,30,0.1 M Tris-acetate,,,Not Reported,RF67; RF68,E. coli F15 w/ pT3,,,,,,,,,,,,,,,,,
,Km,HCO3-,0.1,,"[pep,Mg2+],[2,10];accoa,1",[mM],8.5,30,0.1 M Tris-acetate,,,Not Reported,RF67; RF68,E. coli F15 w/ pT3,,,,,,,,,,,,,,,,,
,kcat,"[Mg2+,pep, HCO3-]",150,,,[1/S],8.5,30,0.1 M Tris-acetate,,,Not Reported,RF67; RF68,E. coli F15 w/ pT3,,,,,,,,,,,,,,,,,
,Ki,L-Aspartate,2,,"[Mg2+,pep,HCO3-],[10,2,10];accoa,1",[mM],8.5,30,0.1 M Tris-acetate,,Allosteric,double-reciprocal plot,RF68,E. coli F15 w/ pT3,I0.5 value,,,,,,,,,,,,,,,,
