ENO,ec_number,4.2.1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHORS,ec_number,4.2.3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,organism,E. coli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,reaction,3psme[c] <-> chor[c] + pi[c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,type,order,experiment,reference (PMID),strain,notes,,,,,,,,,,,,,,,,,,,,,,,,,
,mechanism,ordered uni bi,,,RF369,E. coli (M27714),,,,,,,,,,,,,,,,,,,,,,,,,,
,structure,4,,SDS-PAGE,PMID: 2969724,E. coli K12,,,,,,,,,,,,,,,,,,,,,,,,,,
,active_sites,4,,SDS-PAGE,PMID: 2969724,E. coli K12,,,,,,,,,,,,,,,,,,,,,,,,,,
,allosteric_sites,Null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate,concentration",unit,pH,temperature,"buffer,concentration","salts,concentration",other info,ionic strength,experiment,reference,strain,notes,,,,,,,,,,,,,,,,
,Km,3psme,1.30E-06,"0.000001, 0.0000016",,M,7.5,25,,,,,,, E. coli (AB2849/pGM605),,,,,,,,,,,,,,,,,
,Km,3psme,1.75E-06,"0.0000013,0.0000022",,M,7.5,37,,,,,,RF369,E. coli (M27714),rough range of ph and km,,,,,,,,,,,,,,,,
,kcat,"3psme,Null;",42,,,1/s,7.5,37,,,,,,Milos Dataset,,kappmax,,,,,,,,,,,,,,,,
,Keq,"3psme,Null;",270000000,,,,7.5,,,,,0.1,,equilibrator,,,,,,,,,,,,,,,,,,
,Keq,"3psme,Null;",1.34E+11,,,,8,,,,,,,Adjustment_Dan,,,,,,,,,,,,,,,,,,
DDPA,ec_number,2.5.1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,organism,E. coli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,reaction,e4p[c] + pep[c]<-> 2dda7p[c] + pi[c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,type,order,experiment,reference (PMID),strain,notes,,,,,,,,,,,,,,,,,,,,,,,,,
,mechanism,Ordered Sequential Bi Bi,,,RF373,K-12 substr. MG1655,"pep is the first substrate;e4p is the second substrate,pi gets released first",,,,,,,,,,,,,,,,,,,,,,,,,
,structure,4,,SDS-PAGE,RF374,K-12,,,,,,,,,,,,,,,,,,,,,,,,,,
,active_sites,4,,SDS-PAGE,RF374,K-12,,,,,,,,,,,,,,,,,,,,,,,,,,
,allosteric_sites,2,,,RF374,K-12,"The tetramer is a dimer of dimers. The dimer can have catalytic functionality as just a dimer. Furthermore, the binding site of phe is formed by two monomers binding together and is not fully formed in the monomeric enzyme.",,,,,,,,,,,,,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate,concentration",unit,pH,temperature,"buffer,concentration","salts,concentration",other info,ionic strength,experiment,reference,strain,notes,,,,,,,,,,,,,,,,
,Keq,"e4p,Null;pep,Null;",2.34E+12,,,,7.5,,,,,0.1,,Adjustment_Dan,,,,,,,,,,,,,,,,,,
,Km,e4p,2.10E-05,,,M,6.8,25,,,,,,RF370,K-12 substr. MG1655,,,,,,,,,,,,,,,,,
,kcat,"e4p,Null;pep,Null;",71,,,1/s,6.8,25,,,,,,RF370,K-12 substr. MG1655,,,,,,,,,,,,,,,,,
,Km,pep,5.00E-06,,"ara5p,Null",M,7.5,25,,,,,,Brenda,,,,,,,,,,,,,,,,,,
,Km,pep,5.30E-06,,"e4p,Null",M,7.5,25,,,,,,Brenda,,,,,,,,,,,,,,,,,,
,Km,pep,1.00E-05,,"ribose 5-phosphate,Null",M,7.5,25,,,,,,Brenda,,,,,,,,,,,,,,,,,,
,Km,pep,1.50E-05,,"2-deoxyribose 5-phosphate,Null",M,7.5,25,,,,,,Brenda,,,,,,,,,,,,,,,,,,
,Km,e4p,0.000141,,,M,7.5,25,,,,,,Brenda,,,,,,,,,,,,,,,,,,
,Km,e4p,8.14E-05,,,M,7,25,,,,,,RF371,E. coli BL21(DE3),tyr sensitive isozyme,,,,,,,,,,,,,,,,
,Km,pep,1.30E-05,,,M,7,25,,,,,,RF371,E. coli BL21(DE3),tyr sensitive isozyme,,,,,,,,,,,,,,,,
,kcat,"e4p,Null;pep,Null;",29.5,,,1/s,7,25,,,,,,RF371,E. coli BL21(DE3),tyr sensitive isozyme,,,,,,,,,,,,,,,,
,Km,e4p,8.60E-05,,,M,6.8,25,,,,,,RF372,K-12 substr. MG1655,phe sensitive isozyme,,,,,,,,,,,,,,,,
,Km,pep,9.00E-06,,,M,6.8,25,,,,,,RF372,K-12 substr. MG1655,phe sensitive isozyme,,,,,,,,,,,,,,,,
,kcat,"e4p,Null;pep,Null;",32,,,1/s,6.8,25,,,,,,RF372,K-12 substr. MG1655,phe sensitive isozyme,,,,,,,,,,,,,,,,
,Km,e4p,9.65E-05,,,M,7,37,,,,,,RF373,K-12 substr. MG1655,tyr sensitive isozyme,,,,,,,,,,,,,,,,
,Km,pep,5.85E-06,,,M,7,37,,,,,,RF373,K-12 substr. MG1655,tyr sensitive isozyme,,,,,,,,,,,,,,,,
,kcat,"e4p,Null;pep,Null;",122,,,1/s,7,37,,,,,,RF373,K-12 substr. MG1655,tyr sensitive isozyme,,,,,,,,,,,,,,,,
,Kd,pi,0.00345,"0.00318,0.00372",,M,7,37,,,,,,RF373,K-12 substr. MG1655,tyr sensitive isozyme,,,,,,,,,,,,,,,,
,Kd,2dda7p,2.48E-05,"0.000013, 0.0000366",,M,7,37,,,,,,RF373,K-12 substr. MG1655,tyr sensitive isozyme,,,,,,,,,,,,,,,,
,Km,e4p,0.00025,"0.000198,0.000302",,M,6.4,25,,,,,,RF374,K-12 ,wildtype,phe sensitive isozyme,,,,,,,,,,,,,,,
,Km,pep,3.50E-05,"0.000031,0.000039",,M,6.4,25,,,,,,RF374,K-12 ,wildtype,phe sensitive isozyme,,,,,,,,,,,,,,,
,kcat,"e4p,Null;pep,Null;",62.3,"61.8,62.8",,1/s,6.4,25,,,,,,RF374,K-12 ,wildtype,phe sensitive isozyme,,,,,,,,,,,,,,,
,Kincc,2pg,1.2,"0.85,1.55",,M,7,37,,,"NonCompetitive,pep,0.000005",,data fitting,RF376,K-12,phe sensitive isozyme,,,,,,,,,,,,,,,,
,Kic,2pg,1.03,"0.93,1.13",,M,7,37,,,"Competitive,pep,0.0000053",,data fitting,RF376,K-12,phe sensitive isozyme,,,,,,,,,,,,,,,,
,Kincu,2pg,51.6,"-44.3,147.5",,M,7,37,,,"NonCompetitive,e4p,0.00005",,data fitting,RF376,K-12,phe sensitive isozyme,,,,,,,,,,,,,,,,
,Kic,"2,3-b1sphosphoglycerate",0.00068,"0.00062,0.00074",,M,7,37,,,,,data fitting,RF376,K-12,phe sensitive isozyme,,,,,,,,,,,,,,,,
,Kic,3-methylphosphoenolpyruvate,0.00132,"0.00124,0.0014",,M,7,37,,,,,data fitting,RF376,K-12,phe sensitive isozyme,,,,,,,,,,,,,,,,
,Kic,3-propylphosphoenolpyruvate,0.00061,"0.00058,0.00064",,M,7,37,,,,,data fitting,RF376,K-12,phe sensitive isozyme,,,,,,,,,,,,,,,,
,Km,e4p,0.0009,"0.0006,0.0012",,M,7,37,,,,,,RF376,K-12,phe sensitive isozyme,,,,,,,,,,,,,,,,
,Km,pep,8.00E-05,"0.00004,0.00012",,M,7,37,,,,,,RF376,K-12,phe sensitive isozyme,,,,,,,,,,,,,,,,
,Km,pep,9.00E-06,,,M,7.5,25,,,,,,RF377,K-12 substr. MG1655,phe sensitive isozyme,,,,,,,,,,,,,,,,
,kcat,pep,32,,,1/s,7.5,25,,,,,,RF377,K-12 substr. MG1655,phe sensitive isozyme,,,,,,,,,,,,,,,,
DDPA_iso_1,ec_number,2.5.1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,organism,E. coli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,reaction,e4p[c] + pep[c]<-> 2dda7p[c] + pi[c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,type,order,experiment,reference (PMID),strain,notes,,,,,,,,,,,,,,,,,,,,,,,,,
,mechanism,Ordered Sequential Bi Bi,,,RF373,K-12 substr. MG1655,"pep is the first substrate;e4p is the second substrate,pi gets released first",,,,,,,,,,,,,,,,,,,,,,,,,
,structure,4,,SDS-PAGE,RF374,K-12,This is for aroG,,,,,,,,,,,,,,,,,,,,,,,,,
,active_sites,4,,SDS-PAGE,RF374,K-12,,,,,,,,,,,,,,,,,,,,,,,,,,
,allosteric_sites,2,,,RF374,K-12,"The tetramer is a dimer of dimers. The dimer can have catalytic functionality as just a dimer. Furthermore, the binding site of phe is formed by two monomers binding together and is not fully formed in the monomeric enzyme.",,,,,,,,,,,,,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate,concentration",unit,pH,temperature,"buffer,concentration","salts,concentration",other info,ionic strength,experiment,reference,strain,notes,,,,,,,,,,,,,,,,
,Keq,"e4p,Null;pep,Null;",2.34E+12,,,,7.5,,,,,0.1,,Adjustment_Dan,,,,,,,,,,,,,,,,,,
,Km,e4p,2.10E-05,,,M,6.8,25,,,,,,RF370,K-12 substr. MG1655,,,,,,,,,,,,,,,,,
,kcat,"e4p,Null;pep,Null;",71,,,1/s,6.8,25,,,,,,RF370,K-12 substr. MG1655,,,,,,,,,,,,,,,,,
,Km,pep,5.00E-06,,"ara5p,Null",M,7.5,25,,,,,,Brenda,,,,,,,,,,,,,,,,,,
,Km,pep,5.30E-06,,"e4p,Null",M,7.5,25,,,,,,Brenda,,,,,,,,,,,,,,,,,,
,Km,pep,1.00E-05,,"ribose 5-phosphate,Null",M,7.5,25,,,,,,Brenda,,,,,,,,,,,,,,,,,,
,Km,pep,1.50E-05,,"2-deoxyribose 5-phosphate,Null",M,7.5,25,,,,,,Brenda,,,,,,,,,,,,,,,,,,
,Km,e4p,0.000141,,,M,7.5,25,,,,,,Brenda,,,,,,,,,,,,,,,,,,
,Km,e4p,8.60E-05,,,M,6.8,25,,,,,,RF372,K-12 substr. MG1655,phe sensitive isozyme,,,,,,,,,,,,,,,,
,Km,pep,9.00E-06,,,M,6.8,25,,,,,,RF372,K-12 substr. MG1655,phe sensitive isozyme,,,,,,,,,,,,,,,,
,kcat,"e4p,Null;pep,Null;",32,,,1/s,6.8,25,,,,,,RF372,K-12 substr. MG1655,phe sensitive isozyme,,,,,,,,,,,,,,,,
,Km,e4p,0.00025,"0.000198,0.000302",,M,6.4,25,,,,,,RF374,K-12 ,wildtype,phe sensitive isozyme,,,,,,,,,,,,,,,
,Km,pep,3.50E-05,"0.000031,0.000039",,M,6.4,25,,,,,,RF374,K-12 ,wildtype,phe sensitive isozyme,,,,,,,,,,,,,,,
,kcat,"e4p,Null;pep,Null;",62.3,"61.8,62.8",,1/s,6.4,25,,,,,,RF374,K-12 ,wildtype,phe sensitive isozyme,,,,,,,,,,,,,,,
,Kincc,2pg,1.2,"0.85,1.55",,M,7,37,,,"NonCompetitive,pep,0.000005",,data fitting,RF376,K-12,phe sensitive isozyme,,,,,,,,,,,,,,,,
,Kic,2pg,1.03,"0.93,1.13",,M,7,37,,,"Competitive,pep,0.0000053",,data fitting,RF376,K-12,phe sensitive isozyme,,,,,,,,,,,,,,,,
,Kincu,2pg,51.6,"-44.3,147.5",,M,7,37,,,"NonCompetitive,e4p,0.00005",,data fitting,RF376,K-12,phe sensitive isozyme,,,,,,,,,,,,,,,,
,Kic,"2,3-b1sphosphoglycerate",0.00068,"0.00062,0.00074",,M,7,37,,,,,data fitting,RF376,K-12,phe sensitive isozyme,,,,,,,,,,,,,,,,
,Kic,3-methylphosphoenolpyruvate,0.00132,"0.00124,0.0014",,M,7,37,,,,,data fitting,RF376,K-12,phe sensitive isozyme,,,,,,,,,,,,,,,,
,Kic,3-propylphosphoenolpyruvate,0.00061,"0.00058,0.00064",,M,7,37,,,,,data fitting,RF376,K-12,phe sensitive isozyme,,,,,,,,,,,,,,,,
,Km,e4p,0.0009,"0.0006,0.0012",,M,7,37,,,,,,RF376,K-12,phe sensitive isozyme,,,,,,,,,,,,,,,,
,Km,pep,8.00E-05,"0.00004,0.00012",,M,7,37,,,,,,RF376,K-12,phe sensitive isozyme,,,,,,,,,,,,,,,,
,Km,pep,9.00E-06,,,M,7.5,25,,,,,,RF377,K-12 substr. MG1655,phe sensitive isozyme,,,,,,,,,,,,,,,,
,kcat,pep,32,,,1/s,7.5,25,,,,,,RF377,K-12 substr. MG1655,phe sensitive isozyme,,,,,,,,,,,,,,,,
DDPA_iso_2,ec_number,2.5.1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,organism,E. coli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,reaction,e4p[c] + pep[c]<-> 2dda7p[c] + pi[c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,type,order,experiment,reference (PMID),strain,notes,,,,,,,,,,,,,,,,,,,,,,,,,
,mechanism,Ordered Sequential Bi Bi,,,RF373,K-12 substr. MG1655,"pep is the first substrate;e4p is the second substrate,pi gets released first",,,,,,,,,,,,,,,,,,,,,,,,,
,structure,4,,SDS-PAGE,RF374,K-12,This is for aroF,,,,,,,,,,,,,,,,,,,,,,,,,
,active_sites,4,,SDS-PAGE,RF374,K-12,,,,,,,,,,,,,,,,,,,,,,,,,,
,allosteric_sites,2,,,RF374,K-12,"The tetramer is a dimer of dimers. The dimer can have catalytic functionality as just a dimer. Furthermore, the binding site of phe is formed by two monomers binding together and is not fully formed in the monomeric enzyme.",,,,,,,,,,,,,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate,concentration",unit,pH,temperature,"buffer,concentration","salts,concentration",other info,ionic strength,experiment,reference,strain,notes,,,,,,,,,,,,,,,,
,Keq,"e4p,Null;pep,Null;",2.34E+12,,,,7.5,,,,,0.1,,Adjustment_Dan,,,,,,,,,,,,,,,,,,
,Km,e4p,2.10E-05,,,M,6.8,25,,,,,,RF370,K-12 substr. MG1655,,,,,,,,,,,,,,,,,
,kcat,"e4p,Null;pep,Null;",71,,,1/s,6.8,25,,,,,,RF370,K-12 substr. MG1655,,,,,,,,,,,,,,,,,
,Km,pep,5.00E-06,,"ara5p,Null",M,7.5,25,,,,,,Brenda,,,,,,,,,,,,,,,,,,
,Km,pep,5.30E-06,,"e4p,Null",M,7.5,25,,,,,,Brenda,,,,,,,,,,,,,,,,,,
,Km,pep,1.00E-05,,"ribose 5-phosphate,Null",M,7.5,25,,,,,,Brenda,,,,,,,,,,,,,,,,,,
,Km,pep,1.50E-05,,"2-deoxyribose 5-phosphate,Null",M,7.5,25,,,,,,Brenda,,,,,,,,,,,,,,,,,,
,Km,e4p,0.000141,,,M,7.5,25,,,,,,Brenda,,,,,,,,,,,,,,,,,,
,Km,e4p,8.14E-05,,,M,7,25,,,,,,RF371,E. coli BL21(DE3),tyr sensitive isozyme,,,,,,,,,,,,,,,,
,Km,pep,1.30E-05,,,M,7,25,,,,,,RF371,E. coli BL21(DE3),tyr sensitive isozyme,,,,,,,,,,,,,,,,
,kcat,"e4p,Null;pep,Null;",29.5,,,1/s,7,25,,,,,,RF371,E. coli BL21(DE3),tyr sensitive isozyme,,,,,,,,,,,,,,,,
,Km,e4p,9.65E-05,,,M,7,37,,,,,,RF373,K-12 substr. MG1655,tyr sensitive isozyme,,,,,,,,,,,,,,,,
,Km,pep,5.85E-06,,,M,7,37,,,,,,RF373,K-12 substr. MG1655,tyr sensitive isozyme,,,,,,,,,,,,,,,,
,kcat,"e4p,Null;pep,Null;",122,,,1/s,7,37,,,,,,RF373,K-12 substr. MG1655,tyr sensitive isozyme,,,,,,,,,,,,,,,,
,Kd,pi,0.00345,"0.00318,0.00372",,M,7,37,,,,,,RF373,K-12 substr. MG1655,tyr sensitive isozyme,,,,,,,,,,,,,,,,
,Kd,2dda7p,2.48E-05,"0.000013, 0.0000366",,M,7,37,,,,,,RF373,K-12 substr. MG1655,tyr sensitive isozyme,,,,,,,,,,,,,,,,
DHQS,ec_number,4.2.3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,organism,E. coli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,reaction,2dda7p[c]<->3dhq[c] + pi[c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,type,order,experiment,reference (PMID),strain,notes,,,,,,,,,,,,,,,,,,,,,,,,,
,mechanism,Null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,structure,2,,crystallization,RF389,Aspergillus nidulans ,homodimer,,,,,,,,,,,,,,,,,,,,,,,,,
,active_sites,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,allosteric_sites,Null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate,concentration",unit,pH,temperature,"buffer,concentration","salts,concentration",other info,ionic strength,experiment,reference,strain,notes,,,,,,,,,,,,,,,,
,Km,2dda7p,5.70E-06,"0.0000055,0.0000059",,M,6.8,25,,,,,,RF385, E. coli BL21(DE3)Rosetta ,,,,,,,,,,,,,,,,,
,kcat,2dda7p,16,"15.8,16.2",,1/s,6.8,25,,,,,,RF385, E. coli BL21(DE3)Rosetta ,,,,,,,,,,,,,,,,,
,kcat,2dda7p,78,,,1/s,7.5,37,,,,,,Milos Dataset,,,,,,,,,,,,,,,,,,
,Km,2dda7p,6.00E-07,,,M,6.5,20,,,,,,RF386,E. coli RB791 (pJB14) ,,,,,,,,,,,,,,,,,
,Km,2dda7p,5.50E-06,,,M,8.5,20,,,,,,RF386,E. coli RB791 (pJB14) ,,,,,,,,,,,,,,,,,
,Km,2dda7p,4.15E-05,,,M,7.4,15,,,,,,RF387,E. coli JB5,33~50 uM,,,,,,,,,,,,,,,,
,Km,2dda7p,5.00E-05,,,M,7.5,25,,,,,,RF388,,,,,,,,,,,,,,,,,,
,Kic,3-deoxy-D-arabino heptulosonate 7-phosphonate,2.50E-06,,,M,7.5,25,,,,,,RF388,,,,,,,,,,,,,,,,,,
,Kic,3-deoxy-D-arabino heptulosonate 7-homophosphonate,0.00026,,,M,7.5,25,,,,,,RF388,,,,,,,,,,,,,,,,,,
,Kic,D-gluco-heptulosonate 7-phosphate,8.00E-05,,,M,7.5,25,,,,,,RF388,,,,,,,,,,,,,,,,,,
,Kic,D-gluco-heptulosonate 7-phosphonate,5.00E-06,,,M,7.5,25,,,,,,RF388,,,,,,,,,,,,,,,,,,
,Kic,D-gluco-heptulosonate 7-homophosphate,0.0012,,,M,7.5,25,,,,,,RF388,,,,,,,,,,,,,,,,,,
,Keq,"2dda7p,Null;",3.46E+17,,,,7.5,,,,,0.1,,Adjustment_Dan,,,,,,,,,,,,,,,,,,
DHQTi,ec_number,4.2.1.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,organism,E. coli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,reaction,3dhq[c]<->3dhsk[c] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,type,order,experiment,reference (PMID),strain,notes,,,,,,,,,,,,,,,,,,,,,,,,,
,mechanism,Null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,structure,2,, gel permeation chromatography ,RF391,E. coli strainA.T.C.C.,,,,,,,,,,,,,,,,,,,,,,,,,,
,active_sites,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,allosteric_sites,Null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate,concentration",unit,pH,temperature,"buffer,concentration","salts,concentration",other info,ionic strength,experiment,reference,strain,notes,,,,,,,,,,,,,,,,
,Keq,"3dhq,Null;",7.045333375,,,,7,,,,,0.1,,Adjustment_Dan,,,,,,,,,,,,,,,,,,
,kcat,"3dhq,Null;",59,,,1/s,7.5,37,,,,,,Milos Dataset,,kappmax,,,,,,,,,,,,,,,,
,Km,3dhq,1.60E-05,,,M,7,25,,,,,,RF390,E. coli strainA.T.C.C.,,,,,,,,,,,,,,,,,
,kcat,3dhq,135,,,1/s,7,25,,,,,,RF390,E. coli strainA.T.C.C.,,,,,,,,,,,,,,,,,
,Km,3dhq,1.50E-05,,,M,7,25,,,,,,RF390,E. coli strainA.T.C.C.,,,,,,,,,,,,,,,,,
,Km,3dhq,1.80E-05,,,M,7,25,"kpi,100mM",,,,,RF391,E. coli strainA.T.C.C.,,,,,,,,,,,,,,,,,
,Km,3dhq,7.30E-05,,,M,7.5,25,,,,,,RF391,E. coli strainA.T.C.C.,,,,,,,,,,,,,,,,,
,Kic,cl,0.017,,,M,7,25,,,"Competitive,3dhq,0.000015",,,RF391,E. coli strainA.T.C.C.,,,,,,,,,,,,,,,,,
,Kic,ac,0.102,,,M,7,25,,,"Competitive,3dhq,0.000015",,,RF391,E. coli strainA.T.C.C.,,,,,,,,,,,,,,,,,
,Kic,succ,0.074,,,M,7,25,,,"Competitive,3dhq,0.000015",,,RF391,E. coli strainA.T.C.C.,,,,,,,,,,,,,,,,,
,Kic,tartr__D,0.021,,,M,7,25,,,"Competitive,3dhq,0.000015",,,RF391,E. coli strainA.T.C.C.,,,,,,,,,,,,,,,,,
,Km,3dhq,0.00044,,,M,7.4,25,,,,,,RF392,K-12 substr. MG1655,,,,,,,,,,,,,,,,,
,Km,3dhq,1.80E-05,,,M,7.5,20,,,,,,RF393,E. coli strain AB2848/pKD201,,,,,,,,,,,,,,,,,
,Km,3dhq,1.70E-05,"0.0000161,0.0000179",,M,7,25,,,,,,RF394, E. coli strain AB2848 ,WT? mutant included in raw data,,,,,,,,,,,,,,,,
,kcat,3dhq,142,"140, 144",,1/s,7,25,,,,,,RF394, E. coli strain AB2848 ,WT? mutant included in raw data,,,,,,,,,,,,,,,,
,Kd,3dhsk,5.99E-05,"0.0000563,0.0000635",,M,7,25,,,,,,RF394, E. coli strain AB2848 ,"WT, 94%product,4%substrate",,,,,,,,,,,,,,,,
,Kd,3dhsk,0.000164,"0.000147,0.000181",,M,7,25,,,,,,RF394, E. coli strain AB2848 ,"K170A mutant, substrate/product mixture",,,,,,,,,,,,,,,,
,Kd,3dhq,5.90E-05,"0.000054,0.000064",,M,7,25,,,,,,RF394, E. coli strain AB2848 ,"K170A mutant, substrate",,,,,,,,,,,,,,,,
,Kd,3dhsk,1.00E-06,,,M,7,25,,,,,,RF394, E. coli strain AB2848 ,"H143A mutant,94%product,4%substrate",,,,,,,,,,,,,,,,
,Kd,3dhsk,4.90E-05,"0.000041,0.000057",,M,7,25,,,,,,RF394, E. coli strain AB2848 ,"H146A mutant,94%product,4%substrate",,,,,,,,,,,,,,,,
,Kd,3dhsk,4.70E-05,"0.000043,0.000051",,M,7,25,,,,,,RF394, E. coli strain AB2848 ,"M205L mutant,94%product,4%substrate",,,,,,,,,,,,,,,,
PSCVT,ec_number,2.5.1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,organism,E. coli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,reaction,pep[c] + skm5p[c]<->3psme[c] + pi[c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,type,order,experiment,reference (PMID),strain,notes,,,,,,,,,,,,,,,,,,,,,,,,,
,mechanism,ordered bi bi,,,1344882,,"skm5p,then pep",,,,,,,,,,,,,,,,,,,,,,,,,
,structure,1,,TSK  G2000  SW  gel  permeation  column,6229418,E.  coli  AB2829/pKD501 ,,,,,,,,,,,,,,,,,,,,,,,,,,
,active_sites,1,,,6229418,E.  coli  AB2829/pKD501 ,,,,,,,,,,,,,,,,,,,,,,,,,,
,allosteric_sites,Null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate,concentration",unit,pH,temperature,"buffer,concentration","salts,concentration",other info,ionic strength,experiment,reference,strain,notes,,,,,,,,,,,,,,,,
,Keq,"pep,Null;skm5p,Null;",689275.183,,,,7.5,,,,,0.1,,Adjustment_Dan,,This value is very different than the equilibrator value,,,,,,,,,,,,,,,,
,Keq,"pep,Null;skm5p,Null;",695,,,,5.5,,,,,0.1,,equilibrator,,,,,,,,,,,,,,,,,,
,Keq,"pep,Null;skm5p,Null;",193,,,,6.8,,,,,0.1,,equilibrator,,,,,,,,,,,,,,,,,,
,Keq,"pep,Null;skm5p,Null;",147,,,,7.5,,,,,0.1,,equilibrator,,,,,,,,,,,,,,,,,,
,Keq,"pep,Null;skm5p,Null;",141,,,,7.8,,,,,0.1,,equilibrator,,,,,,,,,,,,,,,,,,
,Km,pep,1.50E-05,,"skm5p,0.0002",M,7,25,,,,,,RF434,E.  coli K12 (ATCC14948 ),,,,,,,,,,,,,,,,,
,Km,skm5p,3.50E-06,,"pep,0.0005",M,7,25,,,,,,RF434,E.  coli K12 (ATCC14948 ),for skm3P,,,,,,,,,,,,,,,,
,Km,pi,0.0025,,"3psme,0.00005",M,7,25,,,,,,RF434,E.  coli K12 (ATCC14948 ),,,,,,,,,,,,,,,,,
,Km,pep,1.60E-05,,"skm5p,0.0002",M,7,25,,,,,,RF434,E.  coli  AB2829/pKD501,,,,,,,,,,,,,,,,,
,Km,skm5p,2.50E-06,,"pep,0.0002",M,7,25,,,,,,RF434,E.  coli  AB2829/pKD501,for skm3P,,,,,,,,,,,,,,,,
,Km,3psme,3.00E-06,,"pi,0.00005",M,7,25,,,,,,RF434,E.  coli  AB2829/pKD501,,,,,,,,,,,,,,,,,
,Km,pi,0.0025,,"3psme,0.00005",M,7,25,,,,,,RF434,E.  coli  AB2829/pKD501,,,,,,,,,,,,,,,,,
,Km,skm5p,3.60E-06,"0.0000034, 0.0000038",,M,7,30,,,,,,RF435,E. coli K 12,"normal fit, skm3p",,,,,,,,,,,,,,,,
,Km,skm5p,3.20E-06,"0.000003, 0.0000034",,M,7,30,,,,,,RF435,E. coli K 12,"log fit,skm3p",,,,,,,,,,,,,,,,
,Km,pep,2.30E-05,"0.000021, 0.000025",,M,7,30,,,,,,RF435,E. coli K 12,normal fit,,,,,,,,,,,,,,,,
,Km,pep,2.10E-05,"0.00002, 0.000022",,M,7,30,,,,,,RF435,E. coli K 12,log fit,,,,,,,,,,,,,,,,
,kcat,"pep,Null;skm5p,Null",21,,,1/s,7.5,37,,,,,,Milos Dataset,,kmaxapp,,,,,,,,,,,,,,,,
,kcat,"pep,Null;skm5p,Null;",56.6,"56.1, 57.1",,1/s,7,30,,,,,,RF435,E. coli K 12,normal fit,,,,,,,,,,,,,,,,
,kcat,"pep,Null;skm5p,Null;",56.7,"55.9, 57.5",,1/s,7,30,,,,,,RF435,E. coli K 12,log fit,,,,,,,,,,,,,,,,
,Km,skm5p,1.80E-05,"0.000014, 0.000022",,M,7.5,25,,"k,0.05;cl, 0.05",,,,RF436,E. coli strain BL21*(DE3)," His6-Tagged Protein AroAH6a, parameters of other mutants are not included",,,,,,,,,,,,,,,,
,Km,pep,4.00E-05,"0.000031,  0.000049",,M,7.5,25,,"k,0.05;cl, 0.05",,,,RF436,E. coli strain BL21*(DE3)," His6-Tagged Protein AroAH6a, parameters of other mutants are not included",,,,,,,,,,,,,,,,
,kcat,"pep,Null;skm5p,Null;",32,"31, 33",,1/s,7.5,25,,"k,0.05;cl, 0.05",,,,RF436,E. coli strain BL21*(DE3)," His6-Tagged Protein AroAH6a, parameters of other mutants are not included",,,,,,,,,,,,,,,,
,Km,skm5p,0.00011,"0.00009, 0.00013",,M,7.5,25,,"k,0.1;cl,0.1",,,,RF436,E. coli strain BL21*(DE3)," His6-Tagged Protein AroAH6a, parameters of other mutants are not included",,,,,,,,,,,,,,,,
