Priority	dhap[c]	glyc3p[c]	nadp[c]	nadph[c]	param_G3PD2_total	param_pH	param_Temp	FileFlag	Target_Data
1	0	0.00030000000000000014	0.0001	7.e-7	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelFor_glyc3p_prod_inhib_nadph.txt"	0.47808764940239046
1	0	3.0000000000000013e-6	0.0001	1.4e-6	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelFor_glyc3p_prod_inhib_nadph.txt"	0.02771362586605082
1	0	9.486832980505141e-6	0.0001	1.4e-6	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelFor_glyc3p_prod_inhib_nadph.txt"	0.07523930500173176
1	0	0.00003000000000000001	0.0001	1.4e-6	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelFor_glyc3p_prod_inhib_nadph.txt"	0.16438356164383564
1	0	0.00009486832980505142	0.0001	1.4e-6	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelFor_glyc3p_prod_inhib_nadph.txt"	0.2628747818212248
1	0	0.00030000000000000014	0.0001	1.4e-6	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelFor_glyc3p_prod_inhib_nadph.txt"	0.32432432432432434
1	0	0.0002	0.000016500000000000015	2.e-7	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelFor_nadp_prod_inhib_nadph.txt"	0.06250000000000006
1	0	0.0002	0.000052177581392778313	2.e-7	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelFor_nadp_prod_inhib_nadph.txt"	0.17411239489546848
1	0	0.0002	0.00016500000000000016	2.e-7	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelFor_nadp_prod_inhib_nadph.txt"	0.4000000000000002
1	0	0.0002	0.0005217758139277831	2.e-7	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelFor_nadp_prod_inhib_nadph.txt"	0.6782688399674106
1	0	0.0002	0.0016500000000000017	2.e-7	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelFor_nadp_prod_inhib_nadph.txt"	0.8695652173913045
1	0	0.0002	0.000016500000000000015	4.e-7	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelFor_nadp_prod_inhib_nadph.txt"	0.047619047619047665
1	0	0.0002	0.000052177581392778313	4.e-7	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelFor_nadp_prod_inhib_nadph.txt"	0.13652705949581445
1	0	0.0002	0.00016500000000000016	4.e-7	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelFor_nadp_prod_inhib_nadph.txt"	0.33333333333333354
1	0	0.0002	0.0005217758139277831	4.e-7	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelFor_nadp_prod_inhib_nadph.txt"	0.6125741132772071
1	0	0.0002	0.0016500000000000017	4.e-7	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelFor_nadp_prod_inhib_nadph.txt"	0.8333333333333335
1	0	0.0002	0.000016500000000000015	8.e-7	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelFor_nadp_prod_inhib_nadph.txt"	0.03225806451612906
1	0	0.0002	0.000052177581392778313	8.e-7	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelFor_nadp_prod_inhib_nadph.txt"	0.09535767393826007
1	0	0.0002	0.00016500000000000016	8.e-7	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelFor_nadp_prod_inhib_nadph.txt"	0.25000000000000017
1	0	0.0002	0.0005217758139277831	8.e-7	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelFor_nadp_prod_inhib_nadph.txt"	0.5131670194948623
1	0	0.0002	0.0016500000000000017	8.e-7	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelFor_nadp_prod_inhib_nadph.txt"	0.7692307692307693
